Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionSuite,Chrome 66.0.3359.181,,2018-06-04 18:35:36,2018-06-04 18:50:14,14m - 38.602s,FAILED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-04,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for selected groups/stores for selected duration,2018-06-04 18:35:36,2018-06-04 18:38:50,3m - 13.933s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-04 18:35:36,2018-06-04 18:35:41,4.364s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-04 18:35:41,2018-06-04 18:35:41,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-04 18:35:41,2018-06-04 18:38:49,3m - 8.504s,FAILED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-06-04 18:38:49,2018-06-04 18:38:49,0.014s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-04 18:38:49,2018-06-04 18:38:49,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-04 18:38:49,2018-06-04 18:38:50,0.731s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-05,Chrome 66.0.3359.181,To verify that public admin is able to generate raw data summary report for selected groups/stores for selected duration,2018-06-04 18:38:50,2018-06-04 18:44:12,5m - 21.681s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-04 18:38:50,2018-06-04 18:38:54,3.730s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-04 18:38:54,2018-06-04 18:38:54,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-04 18:38:54,2018-06-04 18:44:11,5m - 17.057s,FAILED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-04 18:44:11,2018-06-04 18:44:12,0.649s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-06,Chrome 66.0.3359.181,To verify that public admin is able to generate day summary report for selected groups/stores for selected time period,2018-06-04 18:44:12,2018-06-04 18:50:14,6m - 2.568s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-04 18:44:12,2018-06-04 18:44:16,3.813s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-04 18:44:16,2018-06-04 18:44:16,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-04 18:44:16,2018-06-04 18:50:14,5m - 57.876s,FAILED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-06-04 18:50:14,2018-06-04 18:50:14,0.001s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-04 18:50:14,2018-06-04 18:50:14,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-04 18:50:14,2018-06-04 18:50:14,0.658s,PASSED
