Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionSuite,Chrome 65.0.3325.181,,2018-04-04 15:43:22,2018-04-04 15:43:50,27.131s,PASSED
,,,,,,
Test Cases/HME-StoreDetailsPage-09,Chrome 65.0.3325.181,To verify that public admin is able to view store details page,2018-04-04 15:43:23,2018-04-04 15:43:50,26.455s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 65.0.3325.181,,2018-04-04 15:43:23,2018-04-04 15:43:37,13.960s,PASSED
Statement - TCflag = true,Chrome 65.0.3325.181,,2018-04-04 15:43:37,2018-04-04 15:43:37,0.002s,PASSED
projectSpecific.Reusability.login,Chrome 65.0.3325.181,User login to Application,2018-04-04 15:43:37,2018-04-04 15:43:41,3.638s,PASSED
"Statement - str = com.kms.katalon.core.testdata.TestDataFactory.findTestData(AdminCredentials).getValue(""StoreDetails"", 1)",Chrome 65.0.3325.181,,2018-04-04 15:43:41,2018-04-04 15:43:41,0.027s,PASSED
uiaction.CommonUIActions.click,Chrome 65.0.3325.181,,2018-04-04 15:43:41,2018-04-04 15:43:46,4.613s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.041s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.005s,PASSED
"Statement - wes = driver.findElements(org.openqa.selenium.By.xpath(""//div[@class='ctable']/table//tr/th""))",Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.040s,PASSED
"Statement - ar = ["" "", ""Brand"", ""Store"", ""Store Address"", ""City, State"", ""Leaderboard Groups"", ""System Name"", ""System Version"", ""System Status""]",Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.000s,PASSED
Statement - count = 1,Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.001s,PASSED
"Statement - For ([i = 1, i < wes.size(), (i++)])",Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.187s,PASSED
Statement - If (count == wes.size()),Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:46,0.406s,PASSED
uiaction.CommonUIActions.click,Chrome 65.0.3325.181,,2018-04-04 15:43:46,2018-04-04 15:43:47,1.058s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-04 15:43:47,2018-04-04 15:43:48,0.052s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-04 15:43:48,2018-04-04 15:43:48,0.036s,PASSED
"Statement - attr = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(StorePage/defaultstoredetsails), ""aria-selected"")",Chrome 65.0.3325.181,,2018-04-04 15:43:48,2018-04-04 15:43:48,0.043s,PASSED
Statement - If (attr),Chrome 65.0.3325.181,,2018-04-04 15:43:48,2018-04-04 15:43:48,0.014s,PASSED
"Statement - storeArray = str.split("","")",Chrome 65.0.3325.181,,2018-04-04 15:43:48,2018-04-04 15:43:48,0.004s,PASSED
Statement - storeList = new java.util.ArrayList(java.util.Arrays.asList(storeArray)),Chrome 65.0.3325.181,,2018-04-04 15:43:48,2018-04-04 15:43:48,0.011s,PASSED
Statement - storeList.unique(),Chrome 65.0.3325.181,,2018-04-04 15:43:48,2018-04-04 15:43:48,0.001s,PASSED
