Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionSuite,Chrome 66.0.3359.139,,2018-05-10 17:29:54,2018-05-10 18:12:43,42m - 48.944s,FAILED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-04,Chrome 66.0.3359.139,To verify that public admin is able to create a group,2018-05-10 17:29:54,2018-05-10 17:33:00,3m - 6.295s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:29:54,2018-05-10 17:29:58,4.414s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:29:59,2018-05-10 17:29:59,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:29:59,2018-05-10 17:33:00,3m - 0.852s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:33:00,2018-05-10 17:33:00,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:33:00,2018-05-10 17:33:00,0.719s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-06,Chrome 66.0.3359.139,To verify that public admin is able to create a parent group,2018-05-10 17:33:00,2018-05-10 17:36:00,2m - 59.311s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:33:00,2018-05-10 17:33:04,3.531s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:33:04,2018-05-10 17:33:04,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:33:04,2018-05-10 17:35:59,2m - 54.871s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:35:59,2018-05-10 17:35:59,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:35:59,2018-05-10 17:36:00,0.665s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-EditGroup-05,Chrome 66.0.3359.139,To verify that public admin is able to view Manage report groups button,2018-05-10 17:36:00,2018-05-10 17:40:04,4m - 4.480s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:36:00,2018-05-10 17:36:03,3.527s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:36:03,2018-05-10 17:36:03,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:36:03,2018-05-10 17:40:03,4m - 0.048s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:40:03,2018-05-10 17:40:03,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:40:03,2018-05-10 17:40:04,0.700s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-ReportingGroupManagement-03,Chrome 66.0.3359.139,To verify that public admin is able to view Reporting Group Management screen,2018-05-10 17:40:04,2018-05-10 17:41:18,1m - 13.585s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:40:04,2018-05-10 17:40:08,3.624s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:40:08,2018-05-10 17:40:08,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:40:08,2018-05-10 17:41:17,1m - 9.110s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:41:17,2018-05-10 17:41:17,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:41:17,2018-05-10 17:41:18,0.674s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreDetailsPage-09,Chrome 66.0.3359.139,To verify that public admin is able to view store details page,2018-05-10 17:41:18,2018-05-10 17:41:47,29.210s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:41:18,2018-05-10 17:41:21,3.684s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:41:22,2018-05-10 17:41:22,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:41:22,2018-05-10 17:41:46,24.660s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:41:46,2018-05-10 17:41:46,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:41:46,2018-05-10 17:41:47,0.673s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreListPage-01,Chrome 66.0.3359.139,To verify that public admin is able to view Manage report groups button,2018-05-10 17:41:47,2018-05-10 17:42:17,30.476s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:41:47,2018-05-10 17:41:51,3.582s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:41:51,2018-05-10 17:41:51,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:41:51,2018-05-10 17:42:17,26.058s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:42:17,2018-05-10 17:42:17,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:42:17,2018-05-10 17:42:17,0.675s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreListPage-02,Chrome 66.0.3359.139,To verify that Manage Report Groups button is shown based on user's authorization,2018-05-10 17:42:17,2018-05-10 17:42:51,33.222s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:42:17,2018-05-10 17:42:21,3.531s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:42:21,2018-05-10 17:42:21,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 17:42:21,2018-05-10 17:42:50,28.857s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 17:42:50,2018-05-10 17:42:50,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 17:42:50,2018-05-10 17:42:51,0.700s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-08,Chrome 66.0.3359.139,To verify that Group names are unique,2018-05-10 17:42:51,2018-05-10 17:46:00,3m - 9.052s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 17:42:51,2018-05-10 17:42:54,3.575s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 17:42:54,2018-05-10 17:42:54,0.000s,PASSED
