Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionSuite,Chrome 66.0.3359.181,,29-05-2018 13:11,29-05-2018 13:42,31m - 14.104s,FAILED
,,,,,,
Test Cases/GoalStatisticsTC/HME-Goal Statistics Report-07,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart report by selecting seconds in format.,29-05-2018 13:11,29-05-2018 13:16,4m - 49.830s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:11,29-05-2018 13:11,4.441s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:11,29-05-2018 13:11,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:11,29-05-2018 13:16,4m - 44.391s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:16,29-05-2018 13:16,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:16,29-05-2018 13:16,0.700s,PASSED
,,,,,,
Test Cases/GoalStatisticsTC/HME-Goal Statistics Report-08,Chrome 66.0.3359.181,To verify that public admin is able to create weekly report by selecting only one store with longest times.,29-05-2018 13:16,29-05-2018 13:20,3m - 40.979s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:16,29-05-2018 13:16,3.635s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:16,29-05-2018 13:16,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:16,29-05-2018 13:20,3m - 36.258s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:20,29-05-2018 13:20,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:20,29-05-2018 13:20,0.667s,PASSED
,,,,,,
Test Cases/MasqueradeTC/HME-Masquerade-07,Chrome 66.0.3359.181,To verify that public admin can view the stores based on user has access to the stores,29-05-2018 13:20,29-05-2018 13:21,1m - 48.769s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:20,29-05-2018 13:20,3.546s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:20,29-05-2018 13:20,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:20,29-05-2018 13:21,1m - 44.299s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:21,29-05-2018 13:21,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:21,29-05-2018 13:21,0.693s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-11,Chrome 66.0.3359.181,To verify that public admin is able to generate day summary report for maximum of 1 month with 250 stores by using Advanced options,29-05-2018 13:21,29-05-2018 13:25,3m - 42.959s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:21,29-05-2018 13:21,3.578s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:21,29-05-2018 13:21,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:21,29-05-2018 13:25,3m - 38.464s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:25,29-05-2018 13:25,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:25,29-05-2018 13:25,0.663s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-13,Chrome 66.0.3359.181,To verify that public admin is able to generate week summary report for maximum of 2 months with 250 stores by using Advanced options,29-05-2018 13:25,29-05-2018 13:28,2m - 39.911s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:25,29-05-2018 13:25,3.535s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:25,29-05-2018 13:25,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:25,29-05-2018 13:28,2m - 35.490s,PASSED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,29-05-2018 13:28,29-05-2018 13:28,0.008s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:28,29-05-2018 13:28,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:28,29-05-2018 13:28,0.672s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-12,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for maximum of 3 weeks with 250 stores by using Advanced options,29-05-2018 13:28,29-05-2018 13:34,6m - 4.703s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:28,29-05-2018 13:28,3.620s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:28,29-05-2018 13:28,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:28,29-05-2018 13:34,6m - 0.176s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:34,29-05-2018 13:34,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:34,29-05-2018 13:34,0.659s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-14,Chrome 66.0.3359.181,To verify that public admin is able to generate day summary report for maximum of 1 month with 100 stores by using Advanced options,29-05-2018 13:34,29-05-2018 13:39,4m - 59.052s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,29-05-2018 13:34,29-05-2018 13:34,3.581s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,29-05-2018 13:34,29-05-2018 13:34,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,29-05-2018 13:34,29-05-2018 13:39,4m - 54.540s,FAILED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,29-05-2018 13:39,29-05-2018 13:39,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,29-05-2018 13:39,29-05-2018 13:39,0.682s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-15,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for maximum of 3 months with 100 stores by using Advanced options,29-05-2018 13:39,29-05-2018 13:42,3m - 27.512s,FAILED
