Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionSuite,IE 11,,2018-04-04 15:23:58,2018-04-04 15:24:29,30.918s,PASSED
,,,,,,
Test Cases/HME-StoreDetailsPage-09,IE 11,To verify that public admin is able to view store details page,2018-04-04 15:23:59,2018-04-04 15:24:29,30.251s,PASSED
Start listener action : sampleBeforeTestCase,IE 11,,2018-04-04 15:23:59,2018-04-04 15:24:07,8.100s,PASSED
Statement - TCflag = true,IE 11,,2018-04-04 15:24:07,2018-04-04 15:24:07,0.002s,PASSED
projectSpecific.Reusability.login,IE 11,User login to Application,2018-04-04 15:24:07,2018-04-04 15:24:14,6.696s,PASSED
"Statement - str = com.kms.katalon.core.testdata.TestDataFactory.findTestData(AdminCredentials).getValue(""StoreDetails"", 1)",IE 11,,2018-04-04 15:24:14,2018-04-04 15:24:14,0.036s,PASSED
uiaction.CommonUIActions.click,IE 11,,2018-04-04 15:24:14,2018-04-04 15:24:19,5.809s,PASSED
verifyElementPresent,IE 11,,2018-04-04 15:24:19,2018-04-04 15:24:20,0.087s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),IE 11,,2018-04-04 15:24:20,2018-04-04 15:24:20,0.006s,PASSED
"Statement - wes = driver.findElements(org.openqa.selenium.By.xpath(""//div[@class='ctable']/table//tr/th""))",IE 11,,2018-04-04 15:24:20,2018-04-04 15:24:21,0.937s,PASSED
"Statement - ar = ["" "", ""Brand"", ""Store"", ""Store Address"", ""City, State"", ""Leaderboard Groups"", ""System Name"", ""System Version"", ""System Status""]",IE 11,,2018-04-04 15:24:21,2018-04-04 15:24:21,0.000s,PASSED
Statement - count = 1,IE 11,,2018-04-04 15:24:21,2018-04-04 15:24:21,0.001s,PASSED
"Statement - For ([i = 1, i < wes.size(), (i++)])",IE 11,,2018-04-04 15:24:21,2018-04-04 15:24:22,0.988s,PASSED
Statement - If (count == wes.size()),IE 11,,2018-04-04 15:24:22,2018-04-04 15:24:22,0.094s,PASSED
uiaction.CommonUIActions.click,IE 11,,2018-04-04 15:24:22,2018-04-04 15:24:24,2.293s,PASSED
verifyElementPresent,IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.245s,PASSED
verifyElementPresent,IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.062s,PASSED
"Statement - attr = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(StorePage/defaultstoredetsails), ""aria-selected"")",IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.160s,PASSED
Statement - If (attr),IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.009s,PASSED
"Statement - storeArray = str.split("","")",IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.001s,PASSED
Statement - storeList = new java.util.ArrayList(java.util.Arrays.asList(storeArray)),IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.008s,PASSED
Statement - storeList.unique(),IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.001s,PASSED
Statement - out.println(storeList),IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.001s,PASSED
"Statement - wes1 = driver.findElements(org.openqa.selenium.By.xpath(""//form[@name='store_submit']/table/tbody/tr/th""))",IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.096s,PASSED
Statement - actualList = new java.util.ArrayList(),IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:24,0.000s,PASSED
"Statement - For ([i = 0, i < wes1.size(), (i++)])",IE 11,,2018-04-04 15:24:24,2018-04-04 15:24:25,0.818s,PASSED
Statement - out.println(actualList),IE 11,,2018-04-04 15:24:25,2018-04-04 15:24:25,0.001s,PASSED
Statement - execFlag1 = true,IE 11,,2018-04-04 15:24:25,2018-04-04 15:24:25,0.000s,PASSED
"Statement - For ([j = 0, j < actualList.size(), (j++)])",IE 11,,2018-04-04 15:24:25,2018-04-04 15:24:25,0.014s,PASSED
Statement - If (execFlag1),IE 11,,2018-04-04 15:24:25,2018-04-04 15:24:25,0.001s,PASSED
Statement - editfield = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.clearText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(StorePage/storeName)),IE 11,,2018-04-04 15:24:25,2018-04-04 15:24:26,0.503s,PASSED
Statement - If (editfield),IE 11,,2018-04-04 15:24:26,2018-04-04 15:24:26,0.003s,PASSED
"Statement - inputFields = driver.findElements(org.openqa.selenium.By.xpath(""//form[@name='store_submit']/table/tbody/tr//input""))",IE 11,,2018-04-04 15:24:26,2018-04-04 15:24:26,0.065s,PASSED
Statement - inputFieldsResults = new java.util.ArrayList(),IE 11,,2018-04-04 15:24:26,2018-04-04 15:24:26,0.001s,PASSED
Statement - index = 3,IE 11,,2018-04-04 15:24:26,2018-04-04 15:24:26,0.000s,PASSED
