Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteDemo,Chrome 66.0.3359.181,,2018-06-06 19:22:58,2018-06-06 20:26:12,1h - 3m - 14.057s,FAILED
,,,,,,
Test Cases/TimeZoneTC/HME-Browser-Timezone-01,Chrome 66.0.3359.181,To verify that time zone is displayed in EST in Day summary report,2018-06-06 19:22:58,2018-06-06 19:25:00,2m - 2.319s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 19:22:58,2018-06-06 19:23:03,4.414s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 19:23:03,2018-06-06 19:23:03,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 19:23:03,2018-06-06 19:25:00,1m - 56.895s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 19:25:00,2018-06-06 19:25:00,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 19:25:00,2018-06-06 19:25:00,0.719s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Browser-Timezone-02,Chrome 66.0.3359.181,To verify that time zone is displayed in EST in Daypart summary report,2018-06-06 19:25:00,2018-06-06 19:26:53,1m - 52.140s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 19:25:00,2018-06-06 19:25:04,3.682s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 19:25:04,2018-06-06 19:25:04,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 19:25:04,2018-06-06 19:26:52,1m - 47.548s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 19:26:52,2018-06-06 19:26:52,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 19:26:52,2018-06-06 19:26:53,0.673s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Browser-Timezone-03,Chrome 66.0.3359.181,To verify that time zone is displayed in EST in Weekly summary report.,2018-06-06 19:26:53,2018-06-06 19:28:25,1m - 32.107s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 19:26:53,2018-06-06 19:26:56,3.690s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 19:26:56,2018-06-06 19:26:56,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-06-06 19:26:56,2018-06-06 19:28:24,1m - 27.545s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-06-06 19:28:24,2018-06-06 19:28:24,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-06-06 19:28:24,2018-06-06 19:28:25,0.671s,PASSED
,,,,,,
Test Cases/TimeZoneTC/HME-Account_Setting-Timezone-04,Chrome 66.0.3359.181,To verify that time zone is displayed in CST in Day summary report,2018-06-06 19:28:25,2018-06-06 19:30:48,2m - 23.009s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-06-06 19:28:25,2018-06-06 19:28:28,3.576s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-06-06 19:28:28,2018-06-06 19:28:28,0.000s,PASSED
