Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionSuite,Chrome 66.0.3359.139,,30-04-2018 14:52,30-04-2018 15:11,19m - 9.063s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-04,Chrome 66.0.3359.139,To verify that public admin is able to create a group,30-04-2018 14:52,30-04-2018 14:55,3m - 2.321s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 14:52,30-04-2018 14:52,6.380s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 14:52,30-04-2018 14:52,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 14:52,30-04-2018 14:55,2m - 54.932s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 14:55,30-04-2018 14:55,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 14:55,30-04-2018 14:55,0.655s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-06,Chrome 66.0.3359.139,To verify that public admin is able to create a parent group,30-04-2018 14:55,30-04-2018 14:58,2m - 53.408s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 14:55,30-04-2018 14:55,3.885s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 14:55,30-04-2018 14:55,0.002s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 14:55,30-04-2018 14:58,2m - 48.551s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 14:58,30-04-2018 14:58,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 14:58,30-04-2018 14:58,0.639s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-EditGroup-05,Chrome 66.0.3359.139,To verify that public admin is able to view Manage report groups button,30-04-2018 14:58,30-04-2018 15:01,3m - 47.783s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 14:58,30-04-2018 14:58,3.499s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 14:58,30-04-2018 14:58,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 14:58,30-04-2018 15:01,3m - 43.478s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 15:01,30-04-2018 15:01,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:01,30-04-2018 15:01,0.653s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-ReportingGroupManagement-03,Chrome 66.0.3359.139,To verify that public admin is able to view Reporting Group Management screen,30-04-2018 15:01,30-04-2018 15:03,1m - 11.804s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 15:01,30-04-2018 15:02,3.600s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 15:02,30-04-2018 15:02,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 15:02,30-04-2018 15:03,1m - 7.387s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,0.687s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreDetailsPage-09,Chrome 66.0.3359.139,To verify that public admin is able to view store details page,30-04-2018 15:03,30-04-2018 15:03,38.683s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,3.512s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,34.343s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,0.659s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreListPage-01,Chrome 66.0.3359.139,To verify that public admin is able to view Manage report groups button,30-04-2018 15:03,30-04-2018 15:04,50.255s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,3.733s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:03,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 15:03,30-04-2018 15:04,45.701s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 15:04,30-04-2018 15:04,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:04,30-04-2018 15:04,0.708s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreListPage-02,Chrome 66.0.3359.139,To verify that Manage Report Groups button is shown based on user's authorization,30-04-2018 15:04,30-04-2018 15:05,37.733s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 15:04,30-04-2018 15:04,3.614s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 15:04,30-04-2018 15:04,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 15:04,30-04-2018 15:05,33.287s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,30-04-2018 15:05,30-04-2018 15:05,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:05,30-04-2018 15:05,0.739s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-08,Chrome 66.0.3359.139,To verify that Group names are unique,30-04-2018 15:05,30-04-2018 15:09,4m - 1.034s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 15:05,30-04-2018 15:05,3.541s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 15:05,30-04-2018 15:05,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 15:05,30-04-2018 15:09,3m - 56.610s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:09,30-04-2018 15:09,0.720s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-DeleteGroup-07,Chrome 66.0.3359.139,To verify that public admin is able to delete a group,30-04-2018 15:09,30-04-2018 15:11,2m - 5.572s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,30-04-2018 15:09,30-04-2018 15:09,3.432s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,30-04-2018 15:09,30-04-2018 15:09,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,30-04-2018 15:09,30-04-2018 15:11,2m - 1.338s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,30-04-2018 15:11,30-04-2018 15:11,0.659s,PASSED
